,#,PLAYER_NAME,Team,GP,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,TOV,PF,ORB,DRB,REB,AST,STL,BLK,PTS,Pos,Height,Weight,Age,zona1_attempted,zona1_made,zona2_attempted,zona2_made,zona3_attempted,zona3_made,zona4_attempted,zona4_made,zona5attempted,zona5_made,zona6_attempted,zona6_made,zona7_attempted,zona7_made,zona8_attempted,zona8_made,zona9_attempted,zona9_made,zona10_attempted,zona10_made,zona11_attempted,zona11_made,zona12_attempted,zona12_made
254,8,Nicolas Brussino,ZAR,34.0,25.0,6.1,12.1,0.5,2.6,6.1,0.431,3.1,3.8,0.825,3.7,4.6,0.9,5.0,5.9,4.4,1.9,0.2,17.9,G,6-8,195,27,1.0,1.0,17.0,7.0,12.0,8.0,7.0,3.0,37.0,20.0,39.0,16.0,43.0,28.0,34.0,8.0,4.0,2.0,12.0,4.0,3.0,1.0,4.0,3.0
255,8,Nicolas Laprovittola,RMB,29.0,20.5,5.9,13.2,0.449,3.6,8.4,0.427,2.9,3.4,0.86,2.9,3.8,0.3,4.5,4.9,7.3,0.8,0.0,18.3,PG,6-4,180,31,2.0,1.0,3.0,3.0,5.0,1.0,4.0,3.0,46.0,20.0,26.0,11.0,25.0,14.0,41.0,17.0,4.0,1.0,3.0,1.0,2.0,1.0,3.0,2.0
256,6,Nikola Kalinic,VAL,33.0,22.9,5.9,10.8,0.541,1.2,3.1,0.39,3.8,4.7,0.807,2.2,4.0,1.5,4.8,6.3,4.9,1.4,0.3,16.7,F,6-8,222,29,0.0,0.0,10.0,5.0,1.0,1.0,4.0,1.0,18.0,8.0,62.0,38.0,50.0,32.0,14.0,3.0,7.0,5.0,3.0,1.0,8.0,4.0,1.0,0.0
257,1,Nikola Mirotic,FCB,28.0,20.9,9.9,16.4,0.6,3.4,7.0,0.485,5.1,6.4,0.806,3.0,2.8,1.8,7.8,9.7,1.6,1.7,0.9,28.3,F,6-10,250,30,2.0,0.0,15.0,8.0,4.0,2.0,5.0,2.0,28.0,17.0,53.0,37.0,54.0,38.0,26.0,9.0,4.0,2.0,17.0,9.0,6.0,4.0,3.0,2.0
260,7,Obi Emegano,MON,33.0,24.2,6.1,15.1,0.405,1.5,5.1,0.294,2.5,3.5,0.7,2.0,4.0,1.3,3.3,4.6,2.0,2.0,0.1,16.2,GF,6-3,215,27,1.0,1.0,11.0,3.0,18.0,6.0,30.0,11.0,25.0,7.0,65.0,31.0,48.0,25.0,23.0,4.0,15.0,5.0,17.0,6.0,12.0,5.0,6.0,2.0
261,11,Obi Enechionyia,BETIS,15.0,11.4,3.7,11.0,0.34,2.1,7.5,0.281,2.6,3.3,0.786,4.0,6.3,2.8,5.6,8.4,1.2,2.3,2.1,12.1,FC,6-10,220,25,4.0,1.0,3.0,1.0,5.0,2.0,0.0,0.0,6.0,2.0,7.0,2.0,5.0,3.0,6.0,1.0,0.0,0.0,6.0,1.0,2.0,0.0,1.0,1.0
262,6,Olek Balcerowski,GCN,28.0,11.6,6.9,11.9,0.577,0.7,1.7,0.429,3.4,5.7,0.609,3.8,9.1,3.0,5.3,8.2,1.7,0.7,2.1,18.0,C,7-1,230,20,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,6.0,2.0,35.0,18.0,22.0,12.0,7.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
264,9,Oliver Stevic,GCN,23.0,13.5,6.4,9.0,0.714,0.0,0.0,0.0,4.0,5.4,0.738,1.9,6.2,3.2,4.5,7.7,1.4,1.4,0.3,16.8,FC,6-10,220,37,0.0,0.0,2.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,44.0,26.0,48.0,37.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0
265,9,Oliver Stevic,GCN,23.0,13.5,6.4,9.0,0.714,0.0,0.0,0.0,4.0,5.4,0.738,1.9,6.2,3.2,4.5,7.7,1.4,1.4,0.3,16.8,FC,6-10,220,37,0.0,0.0,2.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,44.0,26.0,48.0,37.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0
268,13,Omar Cook,SPB,32.0,22.1,2.8,8.2,0.338,2.1,6.1,0.346,1.2,1.6,0.724,2.8,4.4,0.5,2.2,2.6,10.5,2.1,0.1,8.8,PG,6-2,190,39,0.0,0.0,4.0,0.0,5.0,2.0,8.0,2.0,30.0,14.0,13.0,5.0,10.0,4.0,46.0,13.0,6.0,1.0,7.0,4.0,1.0,0.0,2.0,1.0
269,5,Ondrej Balvin,BBB,23.0,25.2,7.2,10.9,0.658,0.0,0.1,0.0,4.3,5.9,0.733,3.5,3.6,5.1,8.4,13.5,2.3,0.7,2.1,18.7,C,7-1,215,28,0.0,0.0,1.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,40.0,22.0,42.0,19.0,0.0,0.0,2.0,2.0,0.0,0.0,3.0,1.0,0.0,0.0
270,10,Oriol Pauli,AND,33.0,21.8,4.9,11.4,0.427,0.9,4.2,0.227,2.7,3.5,0.778,2.7,3.6,1.5,5.7,7.2,3.8,1.2,0.4,13.4,GF,6-7,185,26,2.0,1.0,4.0,1.0,7.0,2.0,1.0,0.0,22.0,2.0,43.0,26.0,60.0,30.0,22.0,8.0,3.0,1.0,12.0,3.0,1.0,0.0,1.0,0.0
272,16,Pablo Almazan,BETIS,32.0,19.3,2.0,6.7,0.298,1.0,3.6,0.291,1.8,2.3,0.8,1.7,3.9,1.7,4.1,5.8,2.3,1.6,0.1,6.8,SF,6-5,190,32,0.0,0.0,5.0,4.0,7.0,3.0,4.0,1.0,13.0,6.0,19.0,5.0,16.0,8.0,8.0,1.0,7.0,1.0,14.0,0.0,4.0,1.0,1.0,0.0
275,7,Pau Ribas,JOV,28.0,23.7,6.0,13.8,0.432,3.3,7.6,0.437,2.3,2.8,0.848,3.2,2.6,0.7,2.0,2.7,6.8,1.0,0.1,17.6,SG,6-3,165,33,1.0,0.0,8.0,4.0,5.0,1.0,17.0,8.0,28.0,12.0,30.0,14.0,31.0,16.0,53.0,25.0,8.0,3.0,9.0,3.0,7.0,2.0,2.0,0.0
276,12,Pepe Pozas,OBR,20.0,23.5,2.9,8.0,0.362,1.4,5.6,0.258,1.9,2.5,0.759,3.5,4.6,0.8,3.8,4.6,7.8,2.2,0.2,9.1,PG,6-0,187,28,1.0,0.0,5.0,0.0,6.0,3.0,1.0,0.0,16.0,7.0,18.0,13.0,6.0,2.0,18.0,3.0,1.0,0.0,4.0,2.0,2.0,1.0,3.0,0.0
277,7,Pere Tomas,GBC,32.0,25.5,4.6,11.1,0.41,2.3,6.6,0.351,1.3,1.6,0.818,1.4,2.7,2.5,5.2,7.6,1.5,1.1,0.0,12.8,SF,6-6,198,31,4.0,1.0,13.0,6.0,18.0,7.0,5.0,1.0,29.0,10.0,26.0,12.0,30.0,19.0,33.0,10.0,5.0,1.0,20.0,8.0,10.0,4.0,5.0,3.0
278,8,Peter Jok,MUR,22.0,16.0,6.1,13.4,0.458,2.6,6.1,0.426,1.6,1.8,0.875,2.2,5.1,0.8,4.6,5.3,0.8,1.4,0.2,16.5,G,6-6,205,26,0.0,0.0,11.0,4.0,5.0,4.0,15.0,6.0,17.0,6.0,7.0,7.0,18.0,10.0,14.0,8.0,12.0,3.0,9.0,2.0,6.0,2.0,4.0,2.0
279,8,Pierre Oriola,FCB,34.0,15.9,6.9,11.4,0.604,0.4,0.9,0.5,2.1,3.9,0.558,2.7,5.2,3.5,5.6,9.1,1.6,0.7,0.5,16.4,PF,6-8,235,28,0.0,0.0,3.0,1.0,0.0,0.0,7.0,1.0,4.0,0.0,44.0,34.0,59.0,32.0,5.0,4.0,8.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0
280,8,Pierria Henry,CAJ,34.0,24.8,6.0,12.5,0.479,1.2,3.1,0.394,3.1,3.8,0.815,3.9,3.1,0.6,3.7,4.2,8.6,2.4,0.4,16.3,G,6-5,197,28,1.0,0.0,3.0,2.0,4.0,0.0,20.0,6.0,29.0,14.0,59.0,31.0,68.0,40.0,17.0,6.0,18.0,9.0,3.0,2.0,5.0,1.0,1.0,0.0
281,17,Quentin Serron,BBB,20.0,16.6,4.6,10.1,0.452,1.1,4.0,0.273,0.1,0.1,1.0,1.8,5.3,1.0,3.0,4.0,2.2,1.4,0.1,10.4,SG,6-2,205,31,0.0,0.0,7.0,1.0,1.0,0.0,4.0,0.0,9.0,2.0,18.0,11.0,20.0,14.0,8.0,0.0,3.0,1.0,3.0,3.0,0.0,0.0,2.0,2.0
284,17,Rafa Luz,MUR,9.0,9.6,2.3,8.8,0.263,0.5,5.1,0.091,1.9,5.6,0.333,3.7,5.1,0.5,6.5,7.0,2.8,3.7,0.0,7.0,PG,6-3,202,29,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,3.0,1.0,4.0,3.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
285,7,Rafa Martinez,MAN,35.0,14.9,5.7,12.2,0.465,3.5,7.9,0.447,2.5,3.0,0.821,2.5,3.8,0.5,2.8,3.4,2.6,1.4,0.1,17.4,SG,6-3,198,38,4.0,2.0,2.0,1.0,11.0,4.0,5.0,1.0,24.0,12.0,11.0,5.0,26.0,16.0,27.0,8.0,10.0,2.0,13.0,8.0,3.0,2.0,1.0,1.0
286,13,Rafael Garcia,OBR,17.0,2.9,1.6,6.6,0.25,0.0,0.8,0.0,3.3,4.9,0.667,4.9,4.9,1.6,4.9,6.6,6.6,0.8,0.0,6.6,G,6-1,-,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
287,13,Rasheed Sulaimon,ZAR,26.0,20.2,5.1,12.6,0.406,1.9,5.4,0.352,2.4,3.1,0.78,2.4,4.3,0.5,3.3,3.8,4.2,0.9,0.2,14.5,SG,6-4,194,26,0.0,0.0,11.0,3.0,10.0,2.0,13.0,4.0,16.0,6.0,29.0,15.0,20.0,7.0,18.0,7.0,6.0,3.0,6.0,3.0,7.0,5.0,3.0,2.0
288,10,Regimantas Miniotas,BBB,22.0,19.8,6.2,11.2,0.549,0.6,2.0,0.318,2.0,2.6,0.786,2.3,4.3,2.9,5.8,8.7,2.1,0.9,0.1,15.0,C,6-9,210,24,0.0,0.0,4.0,2.0,1.0,0.0,3.0,1.0,4.0,0.0,41.0,23.0,41.0,28.0,6.0,0.0,1.0,1.0,4.0,4.0,6.0,1.0,1.0,0.0
289,18,Rinalds Malmanis,MUR,11.0,5.3,0.7,6.1,0.111,0.0,2.0,0.0,1.4,1.4,1.0,1.4,4.1,2.0,4.8,6.8,2.7,0.7,0.0,2.7,PF,6-9,210,24,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
291,6,Robin Benzing,ZAR,34.0,20.7,6.1,15.8,0.39,2.8,8.4,0.338,4.6,5.7,0.802,2.0,4.2,0.9,4.0,4.8,1.3,1.5,0.7,19.8,SF,6-8,222,32,0.0,0.0,10.0,4.0,17.0,5.0,19.0,7.0,37.0,11.0,38.0,22.0,38.0,19.0,44.0,13.0,11.0,1.0,23.0,9.0,11.0,6.0,3.0,2.0
293,18,Rodrigo San Miguel,ZAR,23.0,21.6,2.7,6.7,0.405,1.7,4.8,0.35,0.5,1.3,0.375,2.7,4.2,0.6,4.7,5.3,6.7,1.6,0.1,7.6,PG,6-3,194,36,0.0,0.0,1.0,0.0,4.0,1.0,0.0,0.0,14.0,6.0,8.0,5.0,8.0,4.0,18.0,4.0,0.0,0.0,7.0,1.0,4.0,2.0,4.0,3.0
295,5,Rokas Giedraitis,CAJ,34.0,30.0,6.1,13.0,0.473,2.6,6.6,0.389,3.2,3.8,0.835,1.3,2.3,1.3,3.1,4.4,2.2,1.7,0.2,18.0,SG,6-6,179,28,5.0,1.0,23.0,14.0,26.0,8.0,7.0,4.0,44.0,16.0,53.0,26.0,63.0,40.0,20.0,6.0,7.0,3.0,21.0,11.0,14.0,2.0,14.0,5.0
296,9,Rolands Smits,FCB,32.0,15.8,5.8,11.5,0.5,1.5,4.0,0.373,3.2,4.3,0.745,2.8,5.0,2.6,4.9,7.5,1.5,1.5,0.2,16.3,SF,6-10,235,25,1.0,0.0,7.0,4.0,9.0,1.0,3.0,2.0,11.0,3.0,36.0,18.0,43.0,24.0,7.0,3.0,1.0,0.0,6.0,4.0,4.0,2.0,2.0,0.0
298,15,Ruben Guerrero,UNI,34.0,14.3,4.7,7.0,0.671,0.0,0.0,0.0,1.2,1.8,0.682,1.9,5.8,3.7,5.6,9.3,1.4,1.3,0.7,10.6,F,7-0,240,25,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,16.0,39.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
300,3,Rudy Fernandez,RMB,19.0,13.7,6.8,15.1,0.449,5.5,12.3,0.45,1.8,2.9,0.632,1.8,2.5,0.9,4.9,5.9,3.2,2.3,0.5,20.9,SG,6-6,185,35,0.0,0.0,3.0,1.0,3.0,2.0,3.0,1.0,31.0,16.0,6.0,2.0,8.0,4.0,24.0,10.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0
302,14,Sadiel Rojas,MUR,34.0,21.8,3.4,7.9,0.429,1.2,3.6,0.333,2.1,2.9,0.722,2.2,5.6,2.9,4.9,7.8,1.5,1.7,0.2,10.1,GF,6-4,190,31,1.0,0.0,15.0,4.0,11.0,6.0,3.0,0.0,13.0,5.0,25.0,11.0,36.0,22.0,5.0,4.0,1.0,0.0,11.0,2.0,8.0,2.0,2.0,0.0
304,10,Sam Van Rossom,VAL,31.0,21.3,5.1,10.1,0.506,2.7,5.9,0.459,2.2,2.4,0.925,2.8,2.4,0.2,2.4,2.7,6.8,1.3,0.1,15.2,PG,6-2,180,34,0.0,0.0,6.0,3.0,2.0,1.0,4.0,0.0,30.0,12.0,29.0,20.0,25.0,15.0,31.0,14.0,4.0,1.0,8.0,4.0,1.0,0.0,3.0,2.0
305,11,Sander Raieste,CAJ,20.0,7.5,3.7,7.7,0.483,1.1,2.7,0.4,0.8,1.3,0.6,2.9,5.6,1.6,2.9,4.5,2.7,3.2,0.0,9.3,SF,6-8,210,21,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,6.0,2.0,7.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
306,7,Santiago Yusta,CAN,17.0,12.4,6.5,12.2,0.531,3.2,6.7,0.486,1.1,1.7,0.667,1.9,2.7,0.6,3.2,3.8,1.5,2.1,0.0,17.3,SF,6-6,183,23,0.0,0.0,2.0,1.0,5.0,2.0,4.0,0.0,5.0,2.0,7.0,5.0,5.0,4.0,6.0,3.0,2.0,0.0,8.0,6.0,1.0,0.0,4.0,3.0
307,9,Sasu Salin,CAN,32.0,23.7,4.6,11.5,0.404,3.4,8.3,0.408,1.8,2.1,0.875,1.2,3.3,0.5,2.3,2.8,2.3,1.1,0.1,14.5,SG,6-3,191,29,5.0,2.0,9.0,2.0,22.0,10.0,10.0,2.0,48.0,19.0,10.0,4.0,24.0,11.0,42.0,18.0,8.0,3.0,17.0,8.0,7.0,4.0,4.0,2.0
309,1,Scott Eatherton,MAN,35.0,22.9,10.0,16.7,0.599,1.0,2.3,0.435,4.0,5.3,0.755,2.4,5.6,3.8,6.5,10.3,2.7,1.1,0.6,24.9,F,6-8,234,29,0.0,0.0,4.0,2.0,0.0,0.0,19.0,6.0,19.0,5.0,76.0,48.0,108.0,68.0,22.0,12.0,13.0,6.0,0.0,0.0,5.0,2.0,0.0,0.0
310,2,Sean Kilpatrick,GCN,16.0,20.5,7.7,17.3,0.444,2.7,6.8,0.393,5.2,6.1,0.86,2.7,3.2,0.6,2.4,3.0,3.7,1.8,0.0,23.3,SG,6-4,212,31,1.0,1.0,5.0,2.0,10.0,3.0,6.0,2.0,18.0,8.0,26.0,13.0,36.0,20.0,23.0,9.0,9.0,3.0,2.0,0.0,4.0,0.0,1.0,1.0
311,13,Sergi Garcia,AND,33.0,16.7,3.5,10.6,0.331,2.5,7.1,0.347,1.8,2.8,0.658,3.1,3.2,1.9,4.5,6.4,6.5,1.3,0.2,11.3,PG,6-3,181,24,1.0,1.0,6.0,3.0,3.0,1.0,3.0,1.0,32.0,11.0,13.0,3.0,18.0,5.0,34.0,14.0,3.0,1.0,5.0,1.0,1.0,1.0,4.0,1.0
312,16,Sergi Martinez,FCB,26.0,15.2,3.3,7.8,0.429,0.8,2.5,0.32,2.2,2.8,0.786,1.2,3.7,1.4,6.4,7.8,1.8,1.3,0.5,9.7,F,6-7,220,21,1.0,1.0,3.0,0.0,3.0,2.0,1.0,0.0,5.0,2.0,19.0,10.0,24.0,9.0,6.0,2.0,2.0,0.0,4.0,1.0,1.0,0.0,1.0,0.0
313,2,Sergio Llull,RMB,21.0,17.4,7.3,18.6,0.394,3.7,10.6,0.351,3.2,4.0,0.784,3.1,2.9,0.1,2.9,3.1,4.8,1.0,0.1,21.5,PG,6-3,190,33,1.0,0.0,3.0,0.0,5.0,0.0,5.0,3.0,35.0,8.0,26.0,16.0,27.0,11.0,27.0,9.0,1.0,1.0,4.0,2.0,4.0,2.0,4.0,3.0
314,12,Sergio Rodriguez,CAN,32.0,13.7,2.7,6.7,0.405,2.1,4.6,0.451,1.5,1.8,0.85,1.2,3.4,1.2,4.6,5.8,1.8,1.5,0.0,9.1,SF,6-7,202,27,0.0,0.0,5.0,1.0,8.0,6.0,1.0,0.0,12.0,5.0,4.0,1.0,9.0,4.0,10.0,4.0,4.0,1.0,10.0,4.0,2.0,1.0,5.0,2.0
315,12,Seth Hinrichs,MAN,35.0,24.8,5.3,9.0,0.582,0.6,1.9,0.293,1.6,2.5,0.63,2.5,3.9,3.2,5.3,8.5,2.8,1.3,0.2,12.6,SG,6-8,223,27,4.0,2.0,11.0,3.0,4.0,2.0,4.0,2.0,8.0,2.0,51.0,32.0,68.0,45.0,6.0,1.0,3.0,2.0,5.0,2.0,6.0,3.0,4.0,2.0
316,13,Shawn Dawson,JOV,21.0,10.1,5.3,14.7,0.359,1.5,6.6,0.229,1.5,2.5,0.615,3.6,6.6,1.1,5.9,7.0,2.3,1.5,0.8,13.6,F,6-6,205,27,0.0,0.0,4.0,2.0,2.0,0.0,1.0,0.0,7.0,0.0,13.0,8.0,22.0,8.0,13.0,4.0,0.0,0.0,2.0,0.0,5.0,1.0,4.0,2.0
317,9,Shevon Thompson,MON,11.0,12.8,6.3,9.4,0.667,0.0,0.0,0.0,3.1,4.3,0.733,6.3,5.4,4.8,9.1,13.9,0.6,2.3,2.6,15.6,C,7-0,242,27,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,13.0,9.0,15.0,10.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
318,17,Siim-Sander Vene,MON,12.0,21.2,4.3,10.9,0.391,1.9,6.6,0.286,0.9,1.3,0.75,1.1,3.5,1.3,3.0,4.3,1.9,1.1,0.0,11.3,SF,6-7,207,30,5.0,3.0,7.0,4.0,5.0,1.0,4.0,1.0,8.0,3.0,2.0,1.0,6.0,4.0,10.0,1.0,3.0,1.0,4.0,1.0,6.0,3.0,2.0,0.0
319,8,Simon Birgander,JOV,34.0,14.3,7.4,10.2,0.726,0.0,0.0,0.0,2.6,3.2,0.795,1.8,6.2,3.3,6.2,9.5,1.8,1.2,1.8,17.4,FC,6-11,208,23,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,47.0,29.0,31.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
320,4,Spencer Butterfield,CAN,18.0,13.9,6.6,11.5,0.569,4.2,7.1,0.591,1.9,2.2,0.857,2.4,4.3,1.1,4.8,5.9,1.1,1.9,0.0,19.2,G,6-3,205,28,1.0,0.0,7.0,2.0,3.0,2.0,4.0,2.0,9.0,5.0,4.0,2.0,9.0,7.0,9.0,4.0,2.0,1.0,5.0,4.0,5.0,2.0,5.0,5.0
321,8,Stan Okoye,GCN,33.0,20.6,5.9,14.4,0.41,3.2,7.6,0.426,2.5,3.2,0.782,1.5,4.6,1.1,4.5,5.6,2.1,1.7,0.5,17.5,GF,6-6,215,29,0.0,0.0,11.0,5.0,26.0,12.0,7.0,3.0,26.0,10.0,37.0,13.0,40.0,15.0,34.0,13.0,4.0,1.0,18.0,10.0,9.0,2.0,2.0,0.0
322,1,Steven Enoch,OBR,34.0,15.5,9.5,16.1,0.592,0.9,2.7,0.343,4.6,5.3,0.87,3.6,4.9,3.4,7.3,10.7,1.2,0.7,1.4,24.5,PF,6-10,260,23,0.0,0.0,6.0,3.0,0.0,0.0,11.0,7.0,14.0,5.0,47.0,26.0,51.0,28.0,14.0,5.0,10.0,8.0,0.0,0.0,4.0,2.0,0.0,0.0
323,15,T.J. Bray,ZAR,11.0,24.2,4.7,11.1,0.419,2.4,6.6,0.364,0.8,0.9,0.833,2.7,4.5,1.2,3.3,4.5,3.6,1.8,0.0,12.5,G,6-5,207,28,0.0,0.0,1.0,0.0,4.0,1.0,0.0,0.0,20.0,10.0,16.0,8.0,13.0,7.0,12.0,2.0,1.0,0.0,3.0,1.0,0.0,0.0,3.0,1.0
324,7,T.J. Campbell,BETIS,34.0,23.8,4.7,11.4,0.417,2.4,6.9,0.345,3.0,3.5,0.845,3.4,4.5,0.6,2.4,3.0,5.7,1.9,0.0,14.8,G,5-9,190,33,2.0,2.0,8.0,3.0,11.0,4.0,10.0,3.0,49.0,15.0,30.0,16.0,29.0,19.0,42.0,19.0,10.0,6.0,11.0,2.0,4.0,1.0,1.0,0.0
325,10,Tadas Sedekerskis,CAJ,33.0,18.0,4.4,7.4,0.591,0.7,1.9,0.357,2.0,2.5,0.811,1.0,1.3,2.6,6.5,9.1,2.0,1.5,0.7,11.5,SF,6-8,205,23,1.0,1.0,6.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,27.0,18.0,33.0,21.0,5.0,1.0,0.0,0.0,3.0,2.0,5.0,2.0,3.0,2.0
326,1,Thaddus McFadden,SPB,32.0,22.3,8.1,18.3,0.445,4.8,11.8,0.408,3.6,4.3,0.855,3.0,2.9,0.3,2.3,2.6,4.0,1.6,0.1,24.7,SG,6-2,176,33,1.0,1.0,12.0,3.0,22.0,5.0,10.0,3.0,67.0,28.0,25.0,13.0,43.0,25.0,59.0,19.0,17.0,11.0,21.0,12.0,8.0,5.0,6.0,2.0
327,13,Thomas Heurtel,FCB,14.0,18.2,5.2,12.1,0.429,1.4,4.2,0.333,1.1,1.4,0.778,3.9,1.9,0.2,3.5,3.6,10.2,1.9,0.0,12.9,G,6-2,180,31,0.0,0.0,4.0,4.0,1.0,0.0,9.0,4.0,15.0,3.0,9.0,5.0,14.0,8.0,7.0,3.0,10.0,4.0,0.0,0.0,2.0,1.0,0.0,0.0
328,8,Tim Abromaitis,UNI,34.0,21.3,5.6,11.0,0.508,2.2,5.6,0.382,2.5,3.2,0.807,1.8,3.8,2.1,4.9,7.0,1.4,1.5,0.4,15.9,PF,6-8,236,31,2.0,2.0,20.0,7.0,12.0,4.0,1.0,0.0,20.0,7.0,38.0,24.0,28.0,17.0,14.0,7.0,2.0,1.0,13.0,4.0,8.0,5.0,9.0,4.0
329,8,Tobias Borg,BETIS,33.0,17.5,4.4,10.6,0.412,1.7,4.8,0.357,2.3,2.6,0.868,2.1,4.6,1.2,2.6,3.7,2.6,1.3,0.3,12.7,PG,6-0,162,27,1.0,0.0,13.0,4.0,4.0,3.0,8.0,3.0,17.0,5.0,31.0,14.0,24.0,11.0,25.0,12.0,6.0,4.0,4.0,2.0,7.0,4.0,4.0,0.0
330,12,Tomas Bellas,MUR,27.0,22.2,4.3,9.8,0.438,1.9,4.9,0.384,2.9,3.5,0.811,2.1,4.6,0.7,2.4,3.1,5.2,1.9,0.0,13.3,PG,6-1,198,33,0.0,0.0,2.0,1.0,1.0,0.0,9.0,3.0,34.0,13.0,17.0,12.0,22.0,8.0,25.0,11.0,11.0,5.0,5.0,2.0,1.0,0.0,2.0,0.0
331,12,Tomas Bellas,MUR,27.0,22.2,4.3,9.8,0.438,1.9,4.9,0.384,2.9,3.5,0.811,2.1,4.6,0.7,2.4,3.1,5.2,1.9,0.0,13.3,PG,6-1,198,33,0.0,0.0,2.0,1.0,1.0,0.0,9.0,3.0,34.0,13.0,17.0,12.0,22.0,8.0,25.0,11.0,11.0,5.0,5.0,2.0,1.0,0.0,2.0,0.0
334,17,Tomas Dimsa,GCN,30.0,21.3,4.7,13.5,0.347,2.3,7.6,0.298,1.5,1.9,0.8,2.7,3.6,0.9,2.0,2.9,2.3,0.8,0.1,13.1,SG,6-5,180,27,1.0,0.0,4.0,2.0,20.0,7.0,2.0,1.0,32.0,6.0,35.0,16.0,43.0,16.0,34.0,9.0,0.0,0.0,21.0,6.0,2.0,1.0,2.0,2.0
335,3,Tomasz Gielo,AND,17.0,17.7,5.4,11.6,0.471,4.1,8.5,0.484,2.5,3.1,0.826,1.1,4.5,1.6,6.0,7.6,0.8,0.7,0.0,17.5,PF,6-9,228,28,1.0,0.0,3.0,1.0,6.0,3.0,2.0,0.0,20.0,10.0,9.0,4.0,4.0,1.0,24.0,12.0,0.0,0.0,6.0,4.0,1.0,0.0,1.0,0.0
337,9,Tonye Jekiri,CAJ,29.0,18.3,5.4,10.1,0.537,0.0,0.0,0.0,3.0,4.0,0.755,3.2,3.9,2.3,7.5,9.7,2.9,1.9,0.8,13.9,C,7-0,227,26,0.0,0.0,3.0,2.0,0.0,0.0,8.0,2.0,0.0,0.0,41.0,25.0,31.0,14.0,0.0,0.0,15.0,4.0,0.0,0.0,6.0,1.0,0.0,0.0
338,7,Trey Thompkins,RMB,27.0,20.6,6.7,13.0,0.514,2.4,5.8,0.425,2.7,3.1,0.86,1.3,3.1,1.0,5.4,6.4,2.8,1.8,0.6,18.5,PF,6-10,245,30,2.0,2.0,23.0,9.0,11.0,9.0,4.0,1.0,18.0,7.0,24.0,17.0,28.0,17.0,21.0,7.0,8.0,8.0,7.0,4.0,17.0,5.0,2.0,1.0
339,12,Tristan Vukcevic,RMB,13.0,9.9,4.4,10.3,0.424,2.8,5.9,0.474,3.7,5.3,0.706,1.9,5.9,2.2,5.3,7.5,2.8,0.9,2.5,15.3,C,6-9,180,17,0.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,2.0,1.0,4.0,1.0,2.0,1.0,7.0,2.0,0.0,0.0,1.0,1.0,3.0,1.0,1.0,1.0
340,11,Tryggvi Hlinason,ZAR,34.0,17.7,7.2,9.7,0.74,0.0,0.1,0.0,2.4,3.9,0.61,2.6,5.0,3.6,7.6,11.2,1.6,1.0,2.4,16.8,C,7-1,260,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,26.0,31.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
341,9,B. Olumuyiwa,AND,33.0,19.7,5.8,9.0,0.651,0.0,0.0,0.0,2.3,3.7,0.623,4.0,4.7,3.0,5.8,8.9,1.0,0.9,1.4,14.0,FC,6-8,220,29,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,33.0,20.0,59.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0
