,#,Player,Team,GP,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,TOV,PF,ORB,DRB,REB,AST,STL,BLK,PTS,Pos,Height,Weight,Age
267,7,Arnoldas Kulboka,BBB,29,22.3,0.1,0.3,.431,0.1,0.2,.430,0.0,0.0,.793,0.0,0.1,0.0,0.1,0.2,0.0,0.0,0.0,0.4,SF,6-10,215,23
268,8,Moses Kingsley,BBB,8,11.3,0.2,0.4,.400,0.0,0.1,.333,0.0,0.1,.800,0.1,0.1,0.1,0.1,0.2,0.0,0.0,0.1,0.4,PF,6-10,230,26
269,9,Regimantas Miniotas,BBB,21,20.1,0.2,0.3,.559,0.0,0.1,.318,0.0,0.1,.818,0.1,0.1,0.1,0.1,0.2,0.0,0.0,0.0,0.4,C,6-9,210,24
270,11,Ludde Hakanson,BBB,23,21.7,0.1,0.3,.382,0.1,0.2,.354,0.0,0.1,.821,0.1,0.1,0.0,0.1,0.1,0.1,0.0,0.0,0.4,PG,6-3,184,24
271,12,Alex Reyes,BBB,31,12.0,0.1,0.3,.422,0.1,0.2,.344,0.0,0.0,.846,0.0,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.3,SF,6-7,187,27
272,13,Ioannis Athinaiou,BBB,3,19.5,0.1,0.3,.400,0.1,0.2,.333,0.0,0.0,1.000,0.1,0.0,0.0,0.1,0.1,0.1,0.0,0.0,0.3,SG,6-5,198,32
273,15,Felipe Dos Anjos,BBB,25,10.1,0.1,0.2,.556,0.0,0.0,.000,0.0,0.0,.727,0.1,0.2,0.1,0.2,0.3,0.0,0.0,0.1,0.3,C,7-2,230,22
274,16,Quentin Serron,BBB,20,16.6,0.1,0.3,.452,0.0,0.1,.273,0.0,0.0,1.000,0.0,0.1,0.0,0.1,0.1,0.1,0.0,0.0,0.3,SG,6-2,205,31
275,17,Tomeu Rigo,BBB,4,9.0,0.1,0.2,.375,0.1,0.2,.500,0.0,0.0,.000,0.0,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.2,SG,6-3,176,23
276,18,Aaron Jones,BBB,8,19.7,0.1,0.2,.419,0.0,0.1,.375,0.0,0.0,.667,0.1,0.1,0.1,0.1,0.2,0.1,0.0,0.0,0.2,F,6-9,220,27
277,19,Inigo Betolaza,BBB,3,5.7,0.0,0.1,.000,0.0,0.1,.000,0.0,0.0,.000,0.1,0.2,0.1,0.0,0.1,0.1,0.1,0.0,0.0,PG,6-1,-,20
278,20,Nahuel Garcia,BBB,1,1.5,0.0,0.0,.000,0.0,0.0,.000,0.0,0.0,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,G,6-2,-,19
279,1,Youssoupha Fall,CAJ,27,12.2,0.2,0.3,.613,0.0,0.0,.000,0.1,0.2,.645,0.1,0.1,0.1,0.2,0.3,0.0,0.0,0.1,0.5,C,7-3,271,26
280,2,Zoran Dragic,CAJ,29,17.9,0.2,0.3,.512,0.0,0.1,.302,0.1,0.2,.675,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.5,SG,6-5,200,31
281,3,Luca Vildoza,CAJ,27,23.5,0.2,0.4,.420,0.1,0.2,.355,0.1,0.1,.829,0.1,0.1,0.0,0.1,0.1,0.2,0.1,0.0,0.5,PG,6-3,190,25
282,4,Alec Peters,CAJ,31,22.0,0.2,0.3,.468,0.1,0.2,.379,0.1,0.1,.919,0.1,0.1,0.0,0.1,0.2,0.1,0.0,0.0,0.5,F,6-9,225,25
283,5,Rokas Giedraitis,CAJ,32,30.0,0.2,0.3,.463,0.1,0.2,.390,0.1,0.1,.848,0.0,0.1,0.0,0.1,0.1,0.1,0.0,0.0,0.4,SG,6-6,179,28
284,6,Achille Polonara,CAJ,31,26.7,0.2,0.3,.478,0.1,0.2,.352,0.1,0.1,.676,0.0,0.1,0.1,0.1,0.2,0.1,0.0,0.0,0.4,PF,6-8,198,29
285,7,Ilimane Diop,CAJ,26,10.9,0.1,0.3,.448,0.0,0.1,.378,0.1,0.1,.833,0.0,0.2,0.0,0.1,0.2,0.1,0.0,0.0,0.4,C,6-11,216,25
286,8,Pierria Henry,CAJ,32,24.7,0.1,0.3,.477,0.0,0.1,.377,0.1,0.1,.812,0.1,0.1,0.0,0.1,0.1,0.2,0.1,0.0,0.4,G,6-5,197,28
287,9,Tonye Jekiri,CAJ,27,17.9,0.1,0.3,.536,0.0,0.0,.000,0.1,0.1,.771,0.1,0.1,0.0,0.2,0.2,0.1,0.1,0.0,0.4,C,7-0,227,26
288,10,Tadas Sedekerskis,CAJ,31,17.5,0.1,0.2,.587,0.0,0.0,.370,0.1,0.1,.806,0.0,0.0,0.1,0.2,0.2,0.0,0.0,0.0,0.3,SF,6-8,205,23
289,11,Sander Raieste,CAJ,20,7.5,0.1,0.2,.483,0.0,0.1,.400,0.0,0.0,.600,0.1,0.1,0.0,0.1,0.1,0.1,0.1,0.0,0.2,SF,6-8,210,21
290,12,Arturs Kurucs,CAJ,26,8.3,0.1,0.3,.316,0.0,0.2,.212,0.0,0.0,.667,0.1,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.2,SG,6-3,190,21
291,13,Quim Colom,CAJ,1,11.2,0.0,0.4,.000,0.0,0.4,.000,0.0,0.0,.000,0.1,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,PG,6-2,194,32
292,13,Quim Colom,CAJ,1,11.2,0.0,0.4,.000,0.0,0.4,.000,0.0,0.0,.000,0.1,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,PG,6-2,194,32
293,1,Conner Frankamp,MUR,22,26.1,0.2,0.5,.432,0.1,0.3,.377,0.1,0.1,.852,0.1,0.1,0.0,0.1,0.1,0.1,0.0,0.0,0.6,PG,6-1,169,25
294,2,Isaiah Taylor,MUR,9,26.4,0.2,0.5,.442,0.1,0.2,.333,0.1,0.1,.923,0.1,0.1,0.0,0.1,0.1,0.1,0.0,0.0,0.5,G,6-3,170,26
295,3,Jordan Davis,MUR,31,21.7,0.2,0.5,.412,0.0,0.1,.241,0.1,0.2,.676,0.1,0.1,0.0,0.1,0.1,0.1,0.1,0.0,0.5,PG,6-2,185,23
296,4,Kostas Vasiliadis,MUR,5,9.9,0.1,0.4,.368,0.1,0.3,.353,0.1,0.1,1.000,0.1,0.1,0.0,0.2,0.2,0.1,0.1,0.0,0.5,F,6-7,225,36
297,5,Nemanja Radovic,MUR,33,20.5,0.2,0.4,.519,0.0,0.1,.255,0.1,0.1,.615,0.1,0.1,0.1,0.1,0.2,0.0,0.0,0.0,0.5,PF,6-8,215,29
298,6,David DiLeo,MUR,18,19.4,0.1,0.3,.408,0.1,0.3,.378,0.1,0.1,.905,0.0,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.4,SF,6-8,224,24
299,7,James Webb III,MUR,14,24.3,0.1,0.3,.459,0.1,0.2,.389,0.1,0.1,.763,0.0,0.1,0.1,0.2,0.3,0.0,0.0,0.0,0.4,F,6-9,202,27
300,8,Peter Jok,MUR,22,16.0,0.2,0.3,.458,0.1,0.2,.426,0.0,0.0,.875,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.4,G,6-6,205,26
301,9,Ismael Corraliza,MUR,2,2.6,0.2,0.6,.333,0.0,0.2,.000,0.0,0.0,.000,0.0,0.0,0.4,0.0,0.4,0.0,0.0,0.0,0.4,GF,6-4,-,21
302,10,Emanuel Cate,MUR,33,16.6,0.1,0.3,.572,0.0,0.0,.364,0.1,0.1,.821,0.1,0.1,0.1,0.2,0.3,0.0,0.0,0.0,0.4,PF,6-9,225,23
303,11,Tomas Bellas,MUR,26,22.3,0.1,0.2,.448,0.0,0.1,.389,0.1,0.1,.843,0.1,0.1,0.0,0.1,0.1,0.1,0.0,0.0,0.3,PG,6-1,198,33
304,11,Tomas Bellas,MUR,26,22.3,0.1,0.2,.448,0.0,0.1,.389,0.1,0.1,.843,0.1,0.1,0.0,0.1,0.1,0.1,0.0,0.0,0.3,PG,6-1,198,33
305,21,Tomas Bellas,MON,3,13.6,0.0,0.2,.111,0.0,0.1,.000,0.0,0.0,.000,0.1,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,PG,6-1,198,33
306,21,Tomas Bellas,MON,3,13.6,0.0,0.2,.111,0.0,0.1,.000,0.0,0.0,.000,0.1,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,PG,6-1,198,33
307,12,D.J. Strawberry,MUR,26,18.2,0.1,0.4,.316,0.1,0.2,.279,0.0,0.1,.586,0.1,0.1,0.0,0.1,0.1,0.1,0.0,0.0,0.3,G,6-5,205,35
308,13,Augusto Lima,MUR,33,21.3,0.1,0.3,.549,0.0,0.0,.000,0.0,0.1,.295,0.1,0.1,0.1,0.2,0.3,0.1,0.0,0.0,0.3,PF,6-10,235,29
309,14,Sadiel Rojas,MUR,33,22.0,0.1,0.2,.428,0.0,0.1,.323,0.1,0.1,.722,0.1,0.1,0.1,0.1,0.2,0.0,0.0,0.0,0.3,GF,6-4,190,31
310,15,Caio De Souza Pacheco,MUR,3,14.7,0.1,0.3,.250,0.0,0.1,.167,0.0,0.1,.667,0.1,0.1,0.0,0.0,0.1,0.1,0.0,0.0,0.2,G,6-2,190,22
311,16,Marques Townes,MUR,19,9.1,0.1,0.2,.341,0.0,0.0,.250,0.0,0.0,.400,0.0,0.1,0.0,0.1,0.1,0.1,0.0,0.0,0.2,G,6-4,208,25
312,17,Rafa Luz,MUR,9,9.6,0.1,0.2,.263,0.0,0.1,.091,0.0,0.1,.333,0.1,0.1,0.0,0.2,0.2,0.1,0.1,0.0,0.2,PG,6-3,202,29
313,18,Rinalds Malmanis,MUR,10,5.4,0.0,0.1,.125,0.0,0.1,.000,0.0,0.0,1.000,0.0,0.1,0.1,0.1,0.2,0.1,0.0,0.0,0.1,PF,6-9,210,24
314,19,Alex Antetokounmpo,MUR,1,2.0,0.0,0.0,.000,0.0,0.0,.000,0.0,0.0,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SF,6-7,190,19
315,20,Wilhelm Falk,MUR,1,0.1,0.0,0.0,.000,0.0,0.0,.000,0.0,0.0,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,G,6-7,220,17
316,21,Noah Sorensen,MUR,2,0.6,0.0,0.8,.000,0.0,0.0,.000,0.0,0.0,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PG,6-4,-,18
317,1,Dario Brizuela,UNI,30,23.8,0.2,0.5,.465,0.1,0.2,.356,0.1,0.1,.784,0.1,0.1,0.0,0.1,0.1,0.1,0.0,0.0,0.6,SG,6-4,161,26
318,2,Axel Bouteille,UNI,28,20.2,0.2,0.5,.432,0.1,0.2,.374,0.0,0.1,.897,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.5,SF,6-6,180,25
319,4,Francis Alonso,UNI,32,17.9,0.1,0.3,.464,0.1,0.2,.431,0.1,0.1,.875,0.1,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.5,G,6-3,185,24
320,5,Adam Waczynski,UNI,32,19.0,0.1,0.3,.489,0.1,0.1,.467,0.1,0.1,.778,0.0,0.1,0.0,0.1,0.1,0.1,0.0,0.0,0.4,GF,6-6,210,31
321,7,Deon Thompson,UNI,32,19.1,0.2,0.4,.460,0.0,0.1,.333,0.0,0.1,.688,0.1,0.1,0.0,0.1,0.2,0.0,0.0,0.0,0.4,PF,6-8,250,32
322,8,Tim Abromaitis,UNI,32,21.2,0.1,0.3,.508,0.1,0.1,.381,0.1,0.1,.796,0.0,0.1,0.0,0.1,0.2,0.0,0.0,0.0,0.4,PF,6-8,236,31
323,9,Gal Mekel,UNI,9,16.5,0.1,0.3,.449,0.0,0.0,.000,0.1,0.1,.714,0.1,0.1,0.0,0.1,0.1,0.2,0.0,0.0,0.4,PG,6-3,202,32
324,10,Yannick Nzosa,UNI,23,12.5,0.2,0.2,.647,0.0,0.0,.000,0.0,0.1,.750,0.0,0.2,0.1,0.2,0.2,0.0,0.0,0.1,0.3,C,7-0,174,17
325,11,Malcolm Thomas,UNI,10,19.0,0.1,0.2,.553,0.0,0.0,.000,0.1,0.1,.812,0.0,0.2,0.1,0.1,0.3,0.0,0.0,0.1,0.3,F,6-9,225,32
326,12,Carlos Suarez,UNI,12,11.1,0.1,0.2,.444,0.1,0.2,.429,0.1,0.1,.900,0.0,0.1,0.1,0.2,0.2,0.1,0.0,0.0,0.3,SF,6-8,233,34
327,13,Volodymyr Herun,UNI,20,13.5,0.1,0.2,.705,0.0,0.0,.000,0.1,0.1,.769,0.0,0.1,0.1,0.2,0.2,0.0,0.0,0.0,0.3,C,6-10,250,26
328,14,Ruben Guerrero,UNI,32,14.8,0.1,0.2,.671,0.0,0.0,.000,0.0,0.0,.682,0.0,0.1,0.1,0.1,0.2,0.0,0.0,0.0,0.3,F,7-0,240,25
329,15,Alberto Diaz,UNI,25,24.1,0.1,0.2,.390,0.1,0.2,.344,0.0,0.0,.808,0.0,0.1,0.0,0.1,0.1,0.1,0.1,0.0,0.3,PG,6-2,187,26
330,16,Pablo Sanchez,UNI,6,3.7,0.0,0.3,.143,0.0,0.2,.000,0.0,0.1,.500,0.1,0.2,0.0,0.1,0.1,0.0,0.0,0.0,0.1,PG,6-4,174,18
331,1,Melo Trimble,MON,31,28.2,0.2,0.4,.430,0.1,0.2,.343,0.2,0.2,.875,0.1,0.1,0.0,0.1,0.1,0.1,0.1,0.0,0.6,G,6-3,195,26
332,2,Marc Garcia,MON,25,18.5,0.2,0.4,.428,0.1,0.2,.390,0.1,0.2,.843,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.6,GF,6-6,180,24
333,3,Cheick Diallo,MON,3,13.2,0.2,0.3,.692,0.0,0.0,.000,0.0,0.1,.500,0.1,0.2,0.1,0.2,0.3,0.0,0.1,0.0,0.5,PF,6-9,220,24
334,4,Robert Upshaw,MON,3,23.1,0.2,0.4,.500,0.0,0.0,.000,0.1,0.1,.625,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.4,C,7-0,250,27
335,5,Leonardo Meindl,MON,33,26.1,0.2,0.4,.448,0.0,0.1,.269,0.1,0.1,.670,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.0,0.4,SF,6-7,200,27
336,6,Alex Urtasun,MON,18,8.7,0.1,0.3,.444,0.1,0.1,.391,0.1,0.1,.944,0.0,0.1,0.0,0.0,0.1,0.1,0.0,0.0,0.4,G,6-4,187,36
337,7,Obi Emegano,MON,33,24.2,0.2,0.4,.405,0.0,0.1,.294,0.1,0.1,.700,0.0,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.4,GF,6-3,215,27
338,8,Kyle Alexander,MON,21,21.8,0.2,0.3,.589,0.0,0.0,.364,0.1,0.1,.673,0.1,0.1,0.1,0.2,0.3,0.0,0.0,0.1,0.4,PF,6-10,216,24
339,9,Shevon Thompson,MON,11,12.8,0.2,0.2,.667,0.0,0.0,.000,0.1,0.1,.733,0.2,0.1,0.1,0.2,0.3,0.0,0.1,0.1,0.4,C,7-0,242,27
340,11,Christian Eyenga,MON,33,23.9,0.1,0.3,.457,0.0,0.1,.250,0.1,0.1,.579,0.0,0.1,0.1,0.1,0.2,0.1,0.0,0.0,0.4,GF,6-7,210,31
341,12,Jovan Novak,MON,15,21.7,0.1,0.3,.460,0.1,0.2,.386,0.1,0.1,.667,0.1,0.1,0.0,0.1,0.1,0.2,0.0,0.0,0.4,G,6-3,187,26
342,13,Josh Sharma,MON,13,10.2,0.1,0.2,.607,0.0,0.0,.000,0.1,0.1,.688,0.1,0.3,0.1,0.1,0.2,0.0,0.0,0.1,0.3,C,7-0,230,24
343,14,"Kwan Cheatham, Jr.",MON,15,17.8,0.1,0.3,.416,0.1,0.2,.383,0.0,0.0,.875,0.0,0.1,0.0,0.1,0.2,0.0,0.0,0.0,0.3,F,6-10,235,25
344,15,Vyacheslav Bobrov,MON,5,14.7,0.1,0.2,.500,0.0,0.0,.500,0.1,0.1,.714,0.0,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.3,SF,6-8,224,28
345,16,Siim-Sander Vene,MON,12,21.2,0.1,0.3,.391,0.0,0.2,.286,0.0,0.0,.750,0.0,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.3,SF,6-7,207,30
346,17,Ziga Samar,MON,31,9.8,0.1,0.3,.424,0.0,0.1,.226,0.0,0.0,.667,0.1,0.2,0.0,0.1,0.1,0.2,0.0,0.0,0.3,PG,6-6,184,20
347,18,Bassala Bagayoko,MON,3,6.9,0.0,0.0,1.000,0.0,0.0,.000,0.1,0.1,1.000,0.0,0.1,0.0,0.2,0.2,0.0,0.0,0.1,0.2,-,6-8,-,14
348,20,Chema Gonzalez,MON,27,10.1,0.1,0.1,.410,0.0,0.0,.000,0.0,0.0,.000,0.1,0.2,0.1,0.1,0.2,0.0,0.0,0.0,0.1,FC,6-9,203,29
349,22,Osas Ehigitor,MON,7,7.8,0.0,0.1,.000,0.0,0.0,.000,0.0,0.0,.000,0.1,0.2,0.0,0.2,0.2,0.0,0.0,0.0,0.0,C,6-10,202,21
350,23,Rodijs Macoha,MON,1,0.7,0.0,0.0,.000,0.0,0.0,.000,0.0,0.0,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SF,6-7,200,18
351,24,Njegos Sikiras,MON,2,2.3,0.0,0.0,.000,0.0,0.0,.000,0.0,0.0,.000,0.2,0.4,0.0,0.2,0.2,0.2,0.0,0.0,0.0,F,6-8,210,21
352,25,Juanjo Santana,MON,2,1.1,0.0,0.0,.000,0.0,0.0,.000,0.0,0.0,.000,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,6-9,-,19
353,1,Bojan Dubljevic,VAL,27,21.6,0.2,0.4,.519,0.1,0.1,.446,0.1,0.1,.882,0.1,0.1,0.1,0.2,0.3,0.1,0.0,0.0,0.6,FC,6-9,242,29
354,2,Klemen Prepelic,VAL,32,20.5,0.2,0.4,.458,0.1,0.2,.340,0.1,0.1,.955,0.1,0.1,0.0,0.1,0.1,0.1,0.0,0.0,0.6,SG,6-3,170,28
355,3,Mike Tobey,VAL,33,18.7,0.2,0.4,.624,0.0,0.1,.403,0.0,0.1,.714,0.1,0.1,0.1,0.2,0.2,0.0,0.0,0.0,0.5,C,7-0,260,26
356,4,Vanja Marinkovic,VAL,11,17.7,0.2,0.4,.410,0.1,0.3,.469,0.0,0.0,.750,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,G,6-6,194,24
357,5,Martin Hermannsson,VAL,30,16.9,0.1,0.3,.431,0.0,0.1,.381,0.1,0.1,.923,0.1,0.1,0.0,0.1,0.1,0.2,0.0,0.0,0.4,G,6-3,170,26
358,6,Nikola Kalinic,VAL,33,22.9,0.1,0.3,.541,0.0,0.1,.390,0.1,0.1,.807,0.1,0.1,0.0,0.1,0.2,0.1,0.0,0.0,0.4,F,6-8,222,29
359,7,Derrick Williams,VAL,31,17.0,0.1,0.3,.494,0.0,0.1,.404,0.1,0.1,.632,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.4,F,6-8,240,29
360,8,Louis Labeyrie,VAL,29,23.4,0.1,0.2,.621,0.0,0.1,.492,0.1,0.1,.714,0.0,0.0,0.1,0.2,0.2,0.0,0.0,0.0,0.4,PF,6-10,200,29
361,9,Joan Sastre,VAL,20,17.8,0.1,0.3,.538,0.1,0.1,.447,0.0,0.0,.824,0.1,0.1,0.0,0.1,0.1,0.1,0.0,0.0,0.4,SF,6-7,200,29
362,10,Sam Van Rossom,VAL,31,21.3,0.1,0.3,.506,0.1,0.1,.459,0.1,0.1,.925,0.1,0.1,0.0,0.1,0.1,0.2,0.0,0.0,0.4,PG,6-2,180,34
363,11,Fernando San Emeterio,VAL,27,15.4,0.1,0.3,.434,0.0,0.1,.296,0.1,0.1,.727,0.0,0.1,0.0,0.1,0.1,0.1,0.0,0.0,0.4,GF,6-6,232,37
364,12,Jaime Pradilla,VAL,25,8.7,0.1,0.3,.554,0.0,0.0,.500,0.0,0.1,.643,0.1,0.1,0.1,0.1,0.2,0.0,0.0,0.0,0.3,C,6-9,234,20
365,13,Guillem Ferrando,VAL,2,3.0,0.0,0.3,.000,0.0,0.2,.000,0.3,0.3,1.000,0.3,0.2,0.0,0.2,0.2,0.2,0.0,0.0,0.3,PG,6-1,-,19
366,14,Josep Puerto,VAL,16,8.6,0.1,0.2,.462,0.1,0.1,.600,0.1,0.1,.778,0.0,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.3,G,6-6,198,21
367,15,Guillem Vives,VAL,25,19.5,0.1,0.2,.385,0.0,0.1,.309,0.0,0.0,.769,0.1,0.1,0.0,0.1,0.1,0.1,0.1,0.0,0.2,PG,6-3,172,27
368,16,Millan Jimenez,VAL,2,0.6,0.0,0.0,.000,0.0,0.0,.000,0.0,0.0,.000,1.6,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GF,6-6,200,18
